Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care
2007.0, Los Angeles,106191450.0,KAISER FND HOSP - WOODLAND HILLS,General Acute Care,Intensive Care,4015.0,256.0,2762.0,624
2007.0, Los Angeles,106194219.0,USC UNIVERSITY HOSPITAL,General Acute Care,Intensive Care,16060.0,158.0,11494.0,1188
2007.0, Los Angeles,106196035.0,KAISER FND HOSP - BALDWIN PARK,General Acute Care,Intensive Care,4380.0,227.0,3058.0,827
2007.0, Los Angeles,106196168.0,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,General Acute Care,Intensive Care,7300.0,266.0,7292.0,1122
2007.0, Madera,106201281.0,MADERA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,199.0,2581.0,687
2007.0, Madera,106204019.0,CHILDRENS HOSPITAL CENTRAL CALIFORNIA,General Acute Care,Intensive Care,10220.0,243.0,6576.0,945
2007.0, Marin,106210992.0,KAISER FND HOSP - SAN RAFAEL,General Acute Care,Intensive Care,4380.0,170.0,2533.0,705
2007.0, Marin,106211006.0,MARIN GENERAL HOSPITAL,General Acute Care,Intensive Care,3650.0,173.0,2763.0,627
2007.0, Marin,106214034.0,NOVATO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,151.0,1295.0,348
2007.0, Mendocino,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,49.0,328.0,47
2007.0, Mendocino,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,179.0,796.0,115
2007.0, Mendocino,106231396.0,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,General Acute Care,Intensive Care,2190.0,288.0,1291.0,343
2007.0, Merced,106240924.0,MEMORIAL HOSPITAL LOS BANOS,General Acute Care,Intensive Care,1460.0,58.0,609.0,87
2007.0, Merced,106240942.0,MERCY MEDICAL CENTER MERCED-COMMUNITY CAMPUS,General Acute Care,Intensive Care,5840.0,888.0,4518.0,992
2007.0, Merced,106240948.0,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,General Acute Care,Intensive Care,3650.0,0.0,0.0,0
2007.0, Mono,106260011.0,MAMMOTH HOSPITAL,General Acute Care,Intensive Care,730.0,10.0,48.0,32
2007.0, Monterey,106270744.0,COMMUNITY HOSPITAL MONTEREY PENINSULA,General Acute Care,Intensive Care,5475.0,101.0,1248.0,519
2007.0, Monterey,106270777.0,GEORGE L MEE MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,271.0,481.0,39
2007.0, Monterey,106270875.0,SALINAS VALLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,134.0,2592.0,659
2007.0, Monterey,106274043.0,NATIVIDAD MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,297.0,2203.0,298
2007.0, Napa,106281047.0,QUEEN OF THE VALLEY HOSPITAL - NAPA,General Acute Care,Intensive Care,5840.0,222.0,4291.0,773
2007.0, Napa,106281078.0,ST. HELENA HOSPITAL,General Acute Care,Intensive Care,4380.0,141.0,2121.0,439
2007.0, Nevada,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care,Intensive Care,730.0,91.0,594.0,104
2007.0, Nevada,106291053.0,TAHOE FOREST HOSPITAL,General Acute Care,Intensive Care,2190.0,308.0,1102.0,412
2007.0, Orange,106300032.0,CHILDRENS HOSPITAL OF ORANGE COUNTY,General Acute Care,Intensive Care,14634.0,677.0,11429.0,1527
2007.0, Orange,106300225.0,ORANGE COAST MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,427.0,4993.0,1539
2007.0, Orange,106301097.0,ANAHEIM GENERAL HOSPITAL,General Acute Care,Intensive Care,4380.0,248.0,2445.0,292
2007.0, Orange,106301098.0,ANAHEIM MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,424.0,5104.0,1324
2007.0, Orange,106301127.0,KINDRED HOSPITAL BREA,General Acute Care,Intensive Care,1460.0,46.0,1127.0,106
2007.0, Orange,106301132.0,KAISER FND HOSP - ANAHEIM,General Acute Care,Intensive Care,4380.0,108.0,876.0,196
2007.0, Orange,106301140.0,CHAPMAN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,219.0,1515.0,400
2007.0, Orange,106301167.0,KINDRED HOSPITAL - SANTA ANA,General Acute Care,Intensive Care,2555.0,74.0,2062.0,182
2007.0, Orange,106301175.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,General Acute Care,Intensive Care,13140.0,551.0,9847.0,1111
2007.0, Orange,106301188.0,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,General Acute Care,Intensive Care,8030.0,434.0,2697.0,386
2007.0, Orange,106301205.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care,Intensive Care,10525.0,167.0,5450.0,1938
2007.0, Orange,106301209.0,HUNTINGTON BEACH HOSPITAL,General Acute Care,Intensive Care,2190.0,282.0,2259.0,461
2007.0, Orange,106301234.0,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,75.0,600.0,157
2007.0, Orange,106301248.0,LOS ALAMITOS MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,306.0,2604.0,401
2007.0, Orange,106301258.0,COASTAL COMMUNITIES HOSPITAL,General Acute Care,Intensive Care,3285.0,203.0,1701.0,327
2007.0, Orange,106301262.0,MISSION HOSPITAL REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,169.0,4128.0,1054
2007.0, Orange,106301279.0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1007.0,14772.0,2521
2007.0, Orange,106301283.0,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,377.0,3729.0,820
2007.0, Orange,106301297.0,PLACENTIA LINDA HOSPITAL,General Acute Care,Intensive Care,1460.0,98.0,798.0,220
2007.0, Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,375.0,6185.0,2046
2007.0, Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,General Acute Care,Intensive Care,2555.0,135.0,1285.0,397
2007.0, Orange,106301337.0,SOUTH COAST MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,274.0,1462.0,337
2007.0, Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,11398.0,268.0,3965.0,1023
2007.0, Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,531.0,6971.0,2034
2007.0, Orange,106301357.0,TUSTIN HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,5475.0,201.0,675.0,209
2007.0, Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,309.0,3622.0,816
2007.0, Orange,106301380.0,KINDRED HOSPITAL WESTMINSTER,General Acute Care,Intensive Care,5840.0,126.0,5544.0,456
2007.0, Orange,106301566.0,WESTERN MEDICAL CENTER - SANTA ANA,General Acute Care,Intensive Care,15330.0,2146.0,8836.0,1524
2007.0, Orange,106304045.0,IRVINE REGIONAL HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,363.0,3254.0,1169
2007.0, Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,237.0,1205.0,155
2007.0, Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,115.0,1382.0,465
2007.0, Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,820.0,6414.0,1276
2007.0, Placer,106314024.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-EUREKA,General Acute Care,Intensive Care,7300.0,589.0,5957.0,1450
2007.0, Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,4854.0,299.0,3005.0,412
2007.0, Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,420.0,5905.0,1638
2007.0, Riverside,106331168.0,EISENHOWER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,6570.0,210.0,5518.0,1846
2007.0, Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,553.0,5903.0,744
2007.0, Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,320.0,3331.0,790
2007.0, Riverside,106331288.0,PALO VERDE HOSPITAL,General Acute Care,Intensive Care,1460.0,218.0,803.0,199
2007.0, Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,246.0,3819.0,665
2007.0, Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,280.0,7092.0,1883
2007.0, Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2190.0,179.0,2043.0,451
2007.0, Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,2920.0,340.0,3198.0,883
2007.0, Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2066.0,234.0,1863.0,270
2007.0, Riverside,106334025.0,KAISER FND HOSP - RIVERSIDE,General Acute Care,Intensive Care,4015.0,246.0,2998.0,592
2007.0, Riverside,106334048.0,MORENO VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,225.0,1441.0,254
2007.0, Riverside,106334068.0,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care,Intensive Care,2555.0,212.0,2204.0,464
2007.0, Riverside,106334487.0,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,616.0,9522.0,1985
2007.0, Sacramento,106340913.0,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,General Acute Care,Intensive Care,9125.0,549.0,8001.0,1448
2007.0, Sacramento,106340947.0,MERCY GENERAL HOSPITAL,General Acute Care,Intensive Care,9490.0,0.0,0.0,0
2007.0, Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,9125.0,562.0,7021.0,857
2007.0, Sacramento,106340951.0,METHODIST HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,3650.0,408.0,5462.0,734
2007.0, Sacramento,106341006.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care,Intensive Care,24090.0,1112.0,23064.0,3336
2007.0, Sacramento,106341051.0,SUTTER GENERAL HOSPITAL,General Acute Care,Intensive Care,8760.0,387.0,6182.0,1864
2007.0, Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,109.0,3350.0,1006
2007.0, Sacramento,106342344.0,KAISER FND HOSP - SOUTH SACRAMENTO,General Acute Care,Intensive Care,3650.0,292.0,3018.0,588
2007.0, Sacramento,106344029.0,MERCY HOSPITAL - FOLSOM,General Acute Care,Intensive Care,2920.0,275.0,2248.0,119
2007.0, Sacramento,106344035.0,KINDRED HOSPITAL - SACRAMENTO,General Acute Care,Intensive Care,1460.0,45.0,1425.0,72
2007.0, San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,239.0,1228.0,323
2007.0, San Bernardino,106361105.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,205.0,1043.0,215
2007.0, San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,353.0,2010.0,337
2007.0, San Bernardino,106361166.0,MONTCLAIR HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,568.0,1639.0,280
2007.0, San Bernardino,106361223.0,KAISER FND HOSP - FONTANA,General Acute Care,Intensive Care,12410.0,857.0,10550.0,1976
2007.0, San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,General Acute Care,Intensive Care,2920.0,126.0,1620.0,264
2007.0, San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,69223.0,7658.0,55015.0,5667
2007.0, San Bernardino,106361274.0,KINDRED HOSPITAL ONTARIO,General Acute Care,Intensive Care,2555.0,136.0,2264.0,522
2007.0, San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,254.0,3550.0,582
2007.0, San Bernardino,106361318.0,SAN ANTONIO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,246.0,3537.0,911
2007.0, San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,307.0,5089.0,833
2007.0, San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,574.0,12931.0,2932
2007.0, San Bernardino,106361343.0,ST. MARY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,553.0,5844.0,1510
2007.0, San Bernardino,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,51.0,1681.0,564
2007.0, San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,213.0,980.0,221
2007.0, San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,206.0,2051.0,501
2007.0, San Bernardino,106364188.0,RANCHO SPECIALTY HOSPITAL,General Acute Care,Intensive Care,2920.0,85.0,2194.0,44
2007.0, San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1669.0,7489.0,1358
2007.0, San Diego,106370652.0,ALVARADO HOSPITAL,General Acute Care,Intensive Care,6570.0,769.0,3979.0,1562
2007.0, San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,689.0,7531.0,2441
2007.0, San Diego,106370673.0,CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,10950.0,898.0,6962.0,0
2007.0, San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,64.0,353.0,77
2007.0, San Diego,106370693.0,SHARP CABRILLO HOSPITAL,General Acute Care,Intensive Care,3650.0,0.0,0.0,0
2007.0, San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,9490.0,351.0,8305.0,2151
2007.0, San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,16790.0,478.0,11220.0,2706
2007.0, San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,36.0,1570.0,30
2007.0, San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,584.0,7093.0,1288
2007.0, San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,472.0,8580.0,1136
2007.0, San Diego,106370755.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,574.0,9929.0,4964
2007.0, San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,163.0,2061.0,296
2007.0, San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,379.0,9121.0,804
2007.0, San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,203.0,2941.0,888
2007.0, San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,13870.0,1341.0,8517.0,1668
2007.0, San Diego,106370787.0,PROMISE HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,1825.0,33.0,1658.0,0
2007.0, San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,356.0,7473.0,1451
2007.0, San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,268.0,3473.0,1736
2007.0, San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,562.0,3234.0,1078
2007.0, San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,4380.0,291.0,3640.0,1141
2007.0, San Diego,106374141.0,"UCSD-LA JOLLA, JOHN M AND SALLY B. THORNTON HOSPITAL",General Acute Care,Intensive Care,4380.0,273.0,3573.0,402
2007.0, San Francisco,106380777.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,General Acute Care,Intensive Care,272.0,78.0,1036.0,193
2007.0, San Francisco,106380857.0,KAISER FND HOSP - GEARY S F,General Acute Care,Intensive Care,11680.0,411.0,7597.0,2403
2007.0, San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,33.0,1123.0,404
2007.0, San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,210.0,6997.0,621
2007.0, San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,94.0,2134.0,367
2007.0, San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,400.0,8563.0,1296
2007.0, San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,318.0,4233.0,0
2007.0, San Francisco,106380964.0,ST. LUKES HOSPITAL,General Acute Care,Intensive Care,3650.0,201.0,2444.0,324
2007.0, San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,0.0,3448.0,1049
2007.0, San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,25409.0,558.0,20689.0,4367
2007.0, San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,43.0,901.0,42
2007.0, San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,256.0,3485.0,616
2007.0, San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,295.0,2843.0,0
2007.0, San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,254.0,4453.0,985
2007.0, San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,3650.0,186.0,2864.0,834
2007.0, San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,186.0,1632.0,262
2007.0, San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,187.0,1729.0,463
2007.0, San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,171.0,1630.0,373
2007.0, San Luis Obisp,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,128.0,1526.0,221
2007.0, San Luis Obisp,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,178.0,1979.0,592
2007.0, San Luis Obisp,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,181.0,2665.0,464
2007.0, San Luis Obisp,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3940.0,179.0,1940.0,503
2007.0, San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,127.0,1847.0,0
2007.0, San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,143.0,3298.0,816
2007.0, San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,249.0,3490.0,727
2007.0, San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,4002.0,994
2007.0, San Mateo,106410852.0,PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,422.0,5306.0,1307
2007.0, San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,151.0,2938.0,903
2007.0, Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,227.0,728.0,189
2007.0, Santa Barbara,106420491.0,LOMPOC HEALTHCARE DISTRICT,General Acute Care,Intensive Care,1460.0,137.0,929.0,267
2007.0, Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,7300.0,353.0,4854.0,2053
2007.0, Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,2920.0,288.0,3269.0,702
2007.0, Santa Clara,106430743.0,COMMUNITY HOSPITAL OF LOS GATOS,General Acute Care,Intensive Care,2555.0,20.0,123.0,85
2007.0, Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,5840.0,168.0,4644.0,1284
2007.0, Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,8030.0,246.0,5111.0,954
2007.0, Santa Clara,106430805.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,5508.0,207.0,3733.0,665
2007.0, Santa Clara,106430837.0,OCONNOR HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,150.0,2693.0,833
2007.0, Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,424.0,9907.0,1823
2007.0, Santa Clara,106430905.0,STANFORD HOSPITAL,General Acute Care,Intensive Care,24455.0,573.0,17929.0,2105
2007.0, Santa Clara,106431506.0,KAISER FND HOSP - SANTA TERESA COMMUNITY HOSPITAL,General Acute Care,Intensive Care,5110.0,318.0,5491.0,1278
2007.0, Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,General Acute Care,Intensive Care,8760.0,206.0,8197.0,1293
2007.0, Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,159.0,1362.0,217
2007.0, Santa Clara,106434153.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,11626.0,128.0,2609.0,472
2007.0, Santa Cruz,106440755.0,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,General Acute Care,Intensive Care,3650.0,176.0,2881.0,790
2007.0, Santa Cruz,106444013.0,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1095.0,45.0,811.0,233
2007.0, Shasta,106450940.0,SHASTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,179.0,2650.0,794
2007.0, Shasta,106450949.0,MERCY MEDICAL CENTER,General Acute Care,Intensive Care,12410.0,429.0,1742.0,1195
2007.0, Siskiyou,106470871.0,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care,Intensive Care,1460.0,9.0,178.0,87
2007.0, Siskiyou,106474007.0,FAIRCHILD MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,191.0,636.0,128
2007.0, Solano,106480989.0,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,General Acute Care,Intensive Care,3285.0,321.0,6103.0,1411
2007.0, Solano,106481094.0,SUTTER SOLANO MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,334.0,3507.0,853
2007.0, Solano,106481357.0,NORTH BAY MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,331.0,3071.0,574
2007.0, Solano,106484001.0,NORTH BAY VACAVALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,220.0,1708.0,241
2007.0, Sonoma,106490919.0,SUTTER MEDICAL CENTER OF SANTA ROSA-CHANATE CAMPUS,General Acute Care,Intensive Care,5840.0,181.0,3673.0,884
2007.0, Sonoma,106490964.0,HEALDSBURG DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,0.0,0.0,0
2007.0, Sonoma,106491001.0,PETALUMA VALLEY HOSPITAL,General Acute Care,Intensive Care,3285.0,285.0,1507.0,226
2007.0, Sonoma,106491064.0,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,General Acute Care,Intensive Care,5840.0,545.0,7235.0,610
2007.0, Sonoma,106491076.0,SONOMA VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,111.0,732.0,171
2007.0, Sonoma,106491338.0,PALM DRIVE HOSPITAL,General Acute Care,Intensive Care,1825.0,170.0,395.0,103
2007.0, Sonoma,106494019.0,KAISER FND HOSP - SANTA ROSA,General Acute Care,Intensive Care,3650.0,259.0,2325.0,611
2007.0, Stanislaus,106500852.0,DOCTORS MEDICAL CENTER,General Acute Care,Intensive Care,13870.0,464.0,7076.0,1910
2007.0, Stanislaus,106500867.0,"EMANUEL MEDICAL CENTER, INC",General Acute Care,Intensive Care,7632.0,237.0,3002.0,515
2007.0, Stanislaus,106500939.0,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,General Acute Care,Intensive Care,8395.0,462.0,9086.0,2955
2007.0, Stanislaus,106500967.0,OAK VALLEY DISTRICT HOSPITAL (2-RH),General Acute Care,Intensive Care,1825.0,88.0,527.0,153
2007.0, Sutter,106510882.0,FREMONT MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,63.0,914.0,186
2007.0, Tehama,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,282.0,1511.0,508
2007.0, Tulare,106540734.0,KAWEAH DELTA DISTRICT HOSPITAL,General Acute Care,Intensive Care,7665.0,241.0,2075.0,206
2007.0, Tulare,106540798.0,SIERRA VIEW DISTRICT HOSPITAL,General Acute Care,Intensive Care,3650.0,308.0,3217.0,542
2007.0, Tulare,106540816.0,TULARE DISTRICT HOSPITAL,General Acute Care,Intensive Care,2920.0,549.0,4115.0,1194
2007.0, Tuolumne,106554011.0,SONORA REGIONAL MEDICAL CENTER - GREENLEY,General Acute Care,Intensive Care,2190.0,238.0,1638.0,240
2007.0, Ventura,106560473.0,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,General Acute Care,Intensive Care,3650.0,140.0,2843.0,700
2007.0, Ventura,106560481.0,VENTURA COUNTY MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,740.0,5681.0,1952
2007.0, Ventura,106560492.0,LOS ROBLES HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,407.0,6438.0,1063
2007.0, Ventura,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,146.0,669.0,92
2007.0, Ventura,106560508.0,ST. JOHNS PLEASANT VALLEY HOSPITAL,General Acute Care,Intensive Care,2920.0,157.0,1797.0,361
2007.0, Ventura,106560525.0,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,General Acute Care,Intensive Care,4015.0,271.0,3425.0,263
2007.0, Ventura,106560529.0,ST. JOHNS REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,271.0,6267.0,1165
